"CODIGO__C","CREATEDBYID","CREATEDDATE","CURRENCYISOCODE","ID","ISDELETED","LASTACTIVITYDATE","LASTMODIFIEDBYID","LASTMODIFIEDDATE","LASTREFERENCEDDATE","LASTVIEWEDDATE","NAME","NIVEL_RIESGO__C","NOMBRE_LARGO__C","OWNERID","SYSTEMMODSTAMP"
"IND900","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","COP","a8d220000000kpQAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","","","Industrias  basicas  de  otros  metales  no  ferrosos   incluye  las  operacione","0.0","Industrias  basicas  de  otros  metales  no  ferrosos   incluye  las  operaciones  de fundicion   de  refinacion  electrolitica  o  de  otra  indole  para  producir  metales comunes no ferrosos sin labrar o trabajar, la fundicion y la refinacion de niquel  cobre  plomo  cromo  manganeso  cinc  aluminio  estano u otros metales comunes no ferrosos y aleaciones de esos metales","00522000004MjvzAAC","2022-12-12T01:05:06.000Z"
"IND901","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","COP","a8d220000000kpRAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","","","Industrias basicas de hierro y de acero   incluye el funcionamiento de los altos","0.0","Industrias basicas de hierro y de acero   incluye el funcionamiento de los altos hornos  hornos electricos  convertidores de acero  coladas continuas   talleres y/o trenes de laminado  y de  acabado  bancos de  trefilacion,  las  operaciones de conversion por reduccion del mineral de hierro en altos hornos y convertidores de oxigeno,  o  de  escoria  o  chatarra  ferrosa  en  hornos  electricos,  o  por  directa reduccion  del  mineral  de  hierro  sin  fusion  para  obtener  acero  en  bruto,  la refundicion de lingotes de chatarra  de hierro o acero","00522000004MjvzAAC","2022-12-12T01:05:06.000Z"
"IND902","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","COP","a8d220000000kpSAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","","","Industrias basicas de hierro y de acero  incluye la fabricacion de productos de","0.0","Industrias basicas de hierro y de acero  incluye la fabricacion de productos de hierro  acero y acero de aleacion  laminados  estirados  trefilados  extrudidos  entre otros procesos de manufactura","00522000004MjvzAAC","2022-12-12T01:05:06.000Z"
"IND903","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","COP","a8d220000000kpTAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","","","Industrias basicas de hierro y de acero  incluye la produccion de acero mediante","0.0","Industrias basicas de hierro y de acero  incluye la produccion de acero mediante procesos neumaticos o de coccion, lingotes de acero o de acero de aleacion y de otras formas primarias de acero.","00522000004MjvzAAC","2022-12-12T01:05:06.000Z"
"IND904","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","COP","a8d220000000kpUAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","","","Industrias basicas de hierro y de acero  incluye la produccion de coque  cuando","0.0","Industrias basicas de hierro y de acero  incluye la produccion de coque  cuando constituye una actividad integrada a los procesos metalurgicos (alto horno) para la obtencion de acero.","00522000004MjvzAAC","2022-12-12T01:05:06.000Z"
"IND905","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","COP","a8d220000000kpVAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","","","Industrias basicas de hierro y de acero  incluye la produccion de ferroaleacione","0.0","Industrias basicas de hierro y de acero  incluye la produccion de ferroaleaciones  la fabricacion de hierro granular (granalla) y polvo de hierro, produccion de arrabio y hierro en lingotes  bloques y en otras formas primarias  incluso hierro especular, produccion de palanquillas  tochos  barras  palastros u otras formas de hierro  acero o acero de aleacion en estado semiacabado.","00522000004MjvzAAC","2022-12-12T01:05:06.000Z"
"MAN951","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","COP","a8d220000000kpxAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","","","Mantenimiento y reparacion de motocicletas y de sus partes y piezas  incluye las","1.0","Mantenimiento y reparacion de motocicletas y de sus partes y piezas  incluye las actividades de mantenimiento y reparacion de motocicletas y trineos motorizados  asi como de todo tipo de partes y piezas de los mismos.","00522000004MjvzAAC","2022-12-12T01:05:06.000Z"
"OTR1035","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","COP","a8d220000000kqoAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","","","Otros  derivados  del  cafe   incluye  la  elaboracion  de  otros  productos  de","4.0","Otros  derivados  del  cafe   incluye  la  elaboracion  de  otros  productos  de  cafe (descafeinado o no): extractos y concentrados de cafe  cafe soluble o instantaneo y cafe liofilizado","00522000004MjvzAAC","2022-12-12T01:05:07.000Z"
"OTR1032","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","COP","a8d220000000kqlAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","","","Otras industrias manufactureras ncp  incluye la fabricacion de botones  broches","3.0","Otras industrias manufactureras ncp  incluye la fabricacion de botones  broches y botones de presion y cremalleras, que no sean de metales preciosos ni de piedras preciosas y semipreciosas de maniquies  paraguas  sombrillas de jardin o playa, de bastones, de brochas  almohadillas  rodillos para pintar, de velas  cirios  y  articulos  similares   fabricacion  de  plumines  (puntas  de  boligrafos)  estilografos     rapidografos     boligrafos     estilografos     lapices     portaminas  marcadores   crayones  tiza  marcadores con punta de fieltro y punta suave  sus partes y sus estuches  entre otros  sean o no mecanicos, incluso la fabricacion de pinceles  rodillos y articulos similares, la fabricacion de equipo de proteccion y de seguridad,  fabricacion de ropa resistente al fuego (ignifuga) y otras prendas de proteccion que no sean de asbesto y fabricacion de articulos de fiestas y de carnavales,    fabricacion  de  cinturones  de  seguridad  para  instaladores  y reparadores de lineas telefonicas y de electricidad y otros cinturones para uso industrial, fabricacion de flotadores (salvavidas) de corcho,  fabricacion de cascos de  plastico  endurecido  y  otro  equipo  de  seguridad  personal  de  plastico, fabricacion de trajes protectores para bomberos, fabricacion de cascos de metal y otro equipo de seguridad personal de metal,  fabricacion de tapones para los oidos  y  la  nariz  (Por  ejemplo   para  natacion  y  para  proteccion  del  ruido), fabricacion de mascaras antigas que permiten respirar en medios viciados por el polvo  emanaciones toxicas  humo y vapores","00522000004MjvzAAC","2022-12-12T01:05:07.000Z"
"OTR1033","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","COP","a8d220000000kqmAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","","","Otras industrias manufactureras ncp  incluye la fabricacion de encendedores y me","3.0","Otras industrias manufactureras ncp  incluye la fabricacion de encendedores y mecheros  caminadores y cunas portatiles o portabebes","00522000004MjvzAAC","2022-12-12T01:05:07.000Z"
"OTR1034","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","COP","a8d220000000kqnAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","","","Otras instalaciones especializadas  incluye la instalacion de equipos en edifici","4.0","Otras instalaciones especializadas  incluye la instalacion de equipos en edificios y   obras   de   construccion   de   ascensores    escaleras   mecanicas    puertas automaticas  y  giratorias   pararrayos   sistemas  de  limpieza  por  aspiracion  aislamiento  termico   acustico  o  contra  las  vibraciones  y  otros  incluyendo  su mantenimiento y reparacion","00522000004MjvzAAC","2022-12-12T01:05:07.000Z"
"OTR1036","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","COP","a8d220000000kqpAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","","","Otros  servicios  de  reserva  y  actividades  relacionadas   incluye  prestacio","1.0","Otros  servicios  de  reserva  y  actividades  relacionadas   incluye  prestacion  de servicios  de  intercambio  en  regimen  de  tiempo  compartido  o  multipropiedad  actividades de venta de tiquetes para actividades de diversion y entretenimiento","00522000004MjvzAAC","2022-12-12T01:05:07.000Z"
"OTR1037","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","COP","a8d220000000kqqAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","","","Otros  servicios  de  reserva  y  actividades  relacionadas   incluye  servicios","1.0","Otros  servicios  de  reserva  y  actividades  relacionadas   incluye  servicios  de reservas   relacionados   con   los   viajes:   reservas   de   transporte    hoteles  restaurantes  alquiler de automoviles  entretenimiento y deporte y otras reservas conexas de agencias de transporte y la prestacion de servicios de asistencia a los visitantes: suministro a los clientes de informacion sobre los viajes  actividades de guias de turismo  actividades de promocion turistica","00522000004MjvzAAC","2022-12-12T01:05:07.000Z"
"OTR1038","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","COP","a8d220000000kqrAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","","","Otros  trabajos  de  edicion   incluye  edicion  impresa  o  en  formato  electr","3.0","Otros  trabajos  de  edicion   incluye  edicion  impresa  o  en  formato  electronico incluyendo  la  internet  de  catalogos  para  almacenes   de  mercancia  y  de colecciones,  fotografias   tarjetas  postales   tarjetas  de  felicitacion   horarios  formularios   carteles   afiches   calendarios   reproduccion  de  obras  de  arte  catalogos  de  obras  de  arte   disenos  de  estampados  para  ropa   material publicitario   incluso  libretas  de  cupones  de  descuento   otras  obras  impresas  edicion en linea de estadisticas y otros tipos de informacion, La edicion de diarios y agendas tematicas y cubiertas para globos terraqueos","00522000004MjvzAAC","2022-12-12T01:05:07.000Z"
"OTR1039","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","COP","a8d220000000kqsAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","","","Otros cultivos permanentes n.c.p.  incluye el cultivo de arboles de caucho  arbo","2.0","Otros cultivos permanentes n.c.p.  incluye el cultivo de arboles de caucho  arboles para la extraccion de savia y materiales vegetales de las especies utilizadas principalmente en cesteria.","00522000004MjvzAAC","2022-12-12T01:05:07.000Z"
"OTR1040","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","COP","a8d220000000kqtAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","","","Otros cultivos permanentes ncp  incluye empresas dedicadas a la industria de la","4.0","Otros cultivos permanentes ncp  incluye empresas dedicadas a la industria de la produccion de caucho natural o sintetico","00522000004MjvzAAC","2022-12-12T01:05:07.000Z"
"OTR1041","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","COP","a8d220000000kquAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","","","Otros cultivos transitorios n.c.p.  incluye cultivo transitorio de plantas aroma","2.0","Otros cultivos transitorios n.c.p.  incluye cultivo transitorio de plantas aromaticas  medicinales y de especias  como: perejil  cilantro  mostaza  entre otras.","00522000004MjvzAAC","2022-12-12T01:05:07.000Z"
"OTR1042","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","COP","a8d220000000kqvAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","","","Otros cultivos transitorios ncp  incluye el cultivo de remolacha forrajera  raic","2.0","Otros cultivos transitorios ncp  incluye el cultivo de remolacha forrajera  raices forrajeras  trebol  alfalfa  alpiste  maiz forrajero  cultivo semillas de remolacha y cultivo  de  semillas  de  plantas  forrajeras   de  semillas  de  flores  otras  plantas forrajeras","00522000004MjvzAAC","2022-12-12T01:05:07.000Z"
"OTR1043","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","COP","a8d220000000kqwAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","","","Otros tipos de alojamiento n.c.p.  se incluyen los servicios de coche cama y/o c","3.0","Otros tipos de alojamiento n.c.p.  se incluyen los servicios de coche cama y/o comedores a bordo cuando son prestados por unidades separadas de las que suministran el servicio de transporte.","00522000004MjvzAAC","2022-12-12T01:05:07.000Z"
"OTR1044","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","COP","a8d220000000kqxAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","","","Otros tipos de alojamiento ncp  incluye el alojamiento temporal o de largo plazo","2.0","Otros tipos de alojamiento ncp  incluye el alojamiento temporal o de largo plazo en cuartos individuales o compartidos o dormitorios para estudiantes  migrantes  comprende  residencias  estudiantiles   dormitorios  escolares   campamentos  de trabajadores","00522000004MjvzAAC","2022-12-12T01:05:07.000Z"
"TRA1179","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","COP","a8d220000000ksIAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","","","Tratamiento y revestimiento de metales  mecanizado  incluye procedimientos de li","0.0","Tratamiento y revestimiento de metales  mecanizado  incluye procedimientos de limpieza con chorro de arena, los procesos de reduccion de masa de metales como taladrado  torneado  limado  cepillado  fresado  erosion  triturado  aserrado  entre otros procesos de arranque de viruta o de abrasion, El corte y grabado de metales mediante el uso de rayos laser.","00522000004MjvzAAC","2022-12-12T01:05:07.000Z"
"TRA1176","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","COP","a8d220000000ksFAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","","","Tratamiento y disposicion de desechos no peligrosos  incluye la operacion de rel","4.0","Tratamiento y disposicion de desechos no peligrosos  incluye la operacion de rellenos sanitarios  la disposicion de desechos no peligrosos mediante combustion o incineracion u otros metodos con o sin produccion resultante de electricidad o vapor  combustibles sustitutos  biogas  cenizas u otros subproductos para su utilizacion posterior  etc.","00522000004MjvzAAC","2022-12-12T01:05:07.000Z"
"TRA1177","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","COP","a8d220000000ksGAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","","","Tratamiento y revestimiento de metales mecanizado  incluye el revestimiento no m","3.0","Tratamiento y revestimiento de metales mecanizado  incluye el revestimiento no metalico de metales: pintura  plastificado  esmaltado  lacado  entre otros.","00522000004MjvzAAC","2022-12-12T01:05:07.000Z"
"TRA1178","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","COP","a8d220000000ksHAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","","","Tratamiento y revestimiento de metales mecanizado  incluye los procesos de reduc","3.0","Tratamiento y revestimiento de metales mecanizado  incluye los procesos de reduccion de masa de metales  plantas pulidoras de metales  corte y grabado de metales, Se incluyen procedimientos tales como el brunido  desbarbado  limpieza con chorro de arena  pulimento en tambor giratorio  limpieza  soldadura  afilado  esmerilado  lapidado  brochado y otros tratamientos especiales del metal y de articulos de metal que se realizan por contrata o a cambio de una retribucion.","00522000004MjvzAAC","2022-12-12T01:05:07.000Z"
"TRA1180","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","COP","a8d220000000ksJAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","","","Tratamiento y revestimiento de metales, mecanizado  incluye las actividades de a","4.0","Tratamiento y revestimiento de metales, mecanizado  incluye las actividades de anodizado      enchapado      pulimiento      cromado      cincado      galvanizado (electroplateado)  bicromatizado  sulfatado  pavonado  entre otros  son procesos en los que se deposita otro metal sobre una superficie metalica y mediante la aplicacion  de  corriente  electrica  se  le  confieren  propiedades  especificas  de acabado","00522000004MjvzAAC","2022-12-12T01:05:07.000Z"
"TRA1181","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","COP","a8d220000000ksKAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:07.000Z","","","Tratamiento y revestimiento de metales, mecanizado  incluye los tratamientos ter","4.0","Tratamiento y revestimiento de metales, mecanizado  incluye los tratamientos termicos de metales (temple  recocido  revenido  entre otros) excepto cuando hacen parte de las actividades desarrolladas para la obtencion de productos metalicos de fundicion.","00522000004MjvzAAC","2022-12-12T01:05:07.000Z"
"IND909","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","COP","a8d220000000kpZAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","","","Industrias basicas de otros metales no ferrosos  incluye la produccion de metale","0.0","Industrias basicas de otros metales no ferrosos  incluye la produccion de metales comunes no ferrosos (aluminio  plomo  cinc  estano  cromo  manganeso  niquel  entre otros) utilizando mineral en bruto  mineral en mata  otras materias primas intermedias entre el mineral en bruto y el metal (por ejemplo  alumina)  o desechos y chatarra de este tipo de metales, alumina  matas de cobre  y matas de niquel.","00522000004MjvzAAC","2022-12-12T01:05:06.000Z"
"IND906","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","COP","a8d220000000kpWAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","","","Industrias basicas de metales preciosos  incluye la produccion de oro  plata y m","3.0","Industrias basicas de metales preciosos  incluye la produccion de oro  plata y metales del grupo del platino (platino  paladio  rodio  iridio  osmio  rutenio  entre otros), semiproductos de metales preciosos.","00522000004MjvzAAC","2022-12-12T01:05:06.000Z"
"IND907","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","COP","a8d220000000kpXAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","","","Industrias basicas de otros metales no ferrosos  incluye la fabricacion de papel","4.0","Industrias basicas de otros metales no ferrosos  incluye la fabricacion de papel aluminio   a   partir   de   laminas   de   aluminio   como   componente   primario, contrachapados de hojas delgadas en donde predomine el aluminio, produccion de alambre o laminas para fusibles","00522000004MjvzAAC","2022-12-12T01:05:06.000Z"
"IND908","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","COP","a8d220000000kpYAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","","","Industrias basicas de otros metales no ferrosos  incluye la fundicion y la refin","0.0","Industrias basicas de otros metales no ferrosos  incluye la fundicion y la refinacion de uranio  la produccion de uranio metalico a partir de la pechblenda (dioxido de uranio) o de otros minerales.","00522000004MjvzAAC","2022-12-12T01:05:06.000Z"
"INS919","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","COP","a8d220000000kpaAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","","","Instalaciones electricas  incluye instalaciones de sistemas de iluminacion  alar","4.0","Instalaciones electricas  incluye instalaciones de sistemas de iluminacion  alarma  alumbrado de calles y senales electricas  alumbrado de pistas de aeropuertos  trasformadores trabajos de centrales de energia.","00522000004MjvzAAC","2022-12-12T01:05:06.000Z"
"INS920","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","COP","a8d220000000kpbAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","","","Instalaciones electricas  incluye Instalaciones y accesorios electricos  lineas","3.0","Instalaciones electricas  incluye Instalaciones y accesorios electricos  lineas de telecomunicaciones  redes informaticas y lineas de television por cable  antenas parabolicas  conexion de aparatos electricos y equipo domestico  sistemas de calefaccion radiante  instalaciones electricas en casa de habitacion y/o edificios.","00522000004MjvzAAC","2022-12-12T01:05:06.000Z"
"INS921","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","COP","a8d220000000kpcAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","","","Instituciones  especiales  oficiales   incluye  servicio  financiero  realizado","1.0","Instituciones  especiales  oficiales   incluye  servicio  financiero  realizado  por instituciones que no practican la intermediacion monetaria y cuya funcion principal es ofrecer creditos  prestamos  hipotecas  transacciones con tarjetas de credito  entre otros","00522000004MjvzAAC","2022-12-12T01:05:06.000Z"
"INV925","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","COP","a8d220000000kpdAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","","","Investigaciones y desarrollo experimental en el campo de las ciencias sociales y","3.0","Investigaciones y desarrollo experimental en el campo de las ciencias sociales y las  humanidades   incluye  en  ciencias  sociales:  en  derecho   trabajo  social  economia   psicologia  y  sociologia   entre  otras,  en  humanidades  (lingÃ¼istica  idiomas   arte   antropologia   geografia  e  historia   entre  otras)   asi  como  la investigacion y el desarrollo interdisciplinario","00522000004MjvzAAC","2022-12-12T01:05:06.000Z"
"MAN959","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","COP","a8d220000000kq1AAA","false","","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","","","Mantenimiento y reparacion especializada de maquinaria y equipo  incluye el mant","2.0","Mantenimiento y reparacion especializada de maquinaria y equipo  incluye el mantenimiento   y   reparacion    de   calculadoras    maquinas   de   escribir  fotocopiadoras  cajas registradoras  maquinas de confeccion","00522000004MjvzAAC","2022-12-12T01:05:06.000Z"
"MAN954","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","COP","a8d220000000kpyAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","","","Mantenimiento y reparacion especializada de equipo de transporte  excepto los ve","4.0","Mantenimiento y reparacion especializada de equipo de transporte  excepto los vehiculos  automotores   motocicletas  y  bicicletas,  incluye  el  mantenimiento  y reparacion  especializada  de:  buques   embarcaciones  de  recreo   aeronaves  locomotoras y vagones ferroviarios  motores de naves y aeronaves","00522000004MjvzAAC","2022-12-12T01:05:06.000Z"
"MAN955","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","COP","a8d220000000kpzAAA","false","","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","","","Mantenimiento y reparacion especializada de equipo electrico  incluye equipos de","3.0","Mantenimiento y reparacion especializada de equipo electrico  incluye equipos de iluminacion    maquinas   electricas   para   soldadura    maquinas   de   limpieza ultrasonica  cables de fibra optica para la transmision de imagenes y aparatos de conmutacion","00522000004MjvzAAC","2022-12-12T01:05:06.000Z"
"MAN958","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","COP","a8d220000000kq0AAA","false","","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","","","Mantenimiento y reparacion especializada de equipos electricos  incluye equipos","4.0","Mantenimiento y reparacion especializada de equipos electricos  incluye equipos de  distribucion   transmision  y  control  de  energia   almacenamiento  electrico  transformadores electricos","00522000004MjvzAAC","2022-12-12T01:05:06.000Z"
"MAN960","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","COP","a8d220000000kq2AAA","false","","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","","","Mantenimiento y reparacion especializada de maquinaria y equipo  incluye tallere","3.0","Mantenimiento y reparacion especializada de maquinaria y equipo  incluye talleres electromecanicos  mantenimiento y reparacion de maquinaria y equipo de uso industrial   maquinaria  pesada  en  general   acumuladores   motores   equipo  de refrigeracion","00522000004MjvzAAC","2022-12-12T01:05:06.000Z"
"MAN961","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","COP","a8d220000000kq3AAA","false","","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","","","Mantenimiento y reparacion especializada de productos elaborados en metal  inclu","3.0","Mantenimiento y reparacion especializada de productos elaborados en metal  incluye  mantenimiento  y  reparacion  de  herramientas  mecanicas  simples  de medicion elaboradas en metal","00522000004MjvzAAC","2022-12-12T01:05:06.000Z"
"MAN962","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","COP","a8d220000000kq4AAA","false","","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","","","Mantenimiento y reparacion especializado de  maquinaria y equipo  incluye el man","4.0","Mantenimiento y reparacion especializado de  maquinaria y equipo  incluye el mantenimiento y reparacion de equipo de elevacion y manipulacion de materiales de uso industrial","00522000004MjvzAAC","2022-12-12T01:05:06.000Z"
"MAN966","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","COP","a8d220000000kq5AAA","false","","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","","","Mantenimiento y reparacion especializado de maquinaria y equipo  incluye el mant","4.0","Mantenimiento y reparacion especializado de maquinaria y equipo  incluye el mantenimiento y reparacion de turbinas para la generacion de energia y calor  bombas  y  equipo  hidraulico  o  conexo  de  propulsion  de  fluidos   maquinaria agricola  silvicola y para la explotacion y tratamiento de la madera, maquinaria para la metalurgia, maquinaria para la mineria  la construccion y para los campos petroliferos y de gas","00522000004MjvzAAC","2022-12-12T01:05:06.000Z"
"MAN967","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","COP","a8d220000000kq6AAA","false","","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","","","Mantenimiento y reparacion especializado de productos elaborados en  metal  incl","4.0","Mantenimiento y reparacion especializado de productos elaborados en  metal  incluye el mantenimiento y reparacion especializado (incluso soldadura) realizado a cambio de una retribucion o por contrata  de: tanques  tambores de acero  tubos y  tuberias   recipientes  especiales  para  transporte  de  liquidos  y  gases, contenedores para transporte multimodal, calderas de agua caliente y de otros generadores  de  vapor,  partes  de  calderas  de  potencia  de  embarcaciones, equipos auxiliares que funcionan con conjuntos de aparatos para generar vapor (generadores de vapor), condensadores  ahorradores  recalentadores  colectores y acumuladores de vapor, reactores nucleares  excepto separadores de isotopos, placas (platework) de calderas de calefaccion central y radiadores","00522000004MjvzAAC","2022-12-12T01:05:06.000Z"
"MAN968","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","COP","a8d220000000kq7AAA","false","","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","","","Mantenimiento y reparacion realizado a cambio de una retribucion o por contrato","2.0","Mantenimiento y reparacion realizado a cambio de una retribucion o por contrato  de maquinaria y equipo no cubierto en los otros grupos que conforman la division 33  tales como: reparacion de mallas de pescar, cuerdas  aparejos nauticos  eslingas  tiendas  carpas y lonas, bolsas de almacenamiento de fertilizantes y quimicos  (bolsas  de  polietileno  plegado  de  tres  capas  que  cuentan  con estabilizacion ultravioleta  tienen un diametro de 5 a 6 pies y una longitud de 60 a 75 metros), reparacion o reacondicionamiento de estibas de madera  barriles de transporte y articulos similares, reparacion de maquinas operadas con monedas (dispensadores  juegos electronicos  tragamonedas y similares)  restauracion de instrumentos  musicales  antiguos  (organos   clavicordios   etc)   reparacion  de esterilizadores y de equipos de destilacion del tipo usado en laboratorios  entre otros","00522000004MjvzAAC","2022-12-12T01:05:06.000Z"
"ORG973","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","COP","a8d220000000kq8AAA","false","","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","","","Organizacion  de  convenciones  y  eventos  comerciales   incluye  organizacion","1.0","Organizacion  de  convenciones  y  eventos  comerciales   incluye  organizacion  promocion y/o gestion acontecimientos tales como exposiciones empresariales o comerciales  convenciones  conferencias y reuniones  esten incluidas o no la gestion  de  esas  instalaciones  y  la  dotacion  de  personal  necesario  para  su funcionamiento","00522000004MjvzAAC","2022-12-12T01:05:06.000Z"
"OTR974","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","COP","a8d220000000kq9AAA","false","","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","","","Otras   industrias   manufactureras   ncp   incluye   actividades   de   taxider","4.0","Otras   industrias   manufactureras   ncp   incluye   actividades   de   taxidermia (disecado de animales)","00522000004MjvzAAC","2022-12-12T01:05:06.000Z"
"OTR977","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","COP","a8d220000000kqAAAQ","false","","00522000004MjvzAAC","2022-12-12T01:05:06.000Z","","","Otras  actividades  de  atencion  en  instituciones  con  alojamiento   incluye","2.0","Otras  actividades  de  atencion  en  instituciones  con  alojamiento   incluye  las actividades destinadas a proporcionar asistencia social las 24 horas del dia a ninos  y  a  determinadas  categorias  de  personas  que  no  pueden  valerse plenamente por si mismas  en las que el tratamiento medico o la ensenanza no son  componentes  importantes   orfanatos   hogares  y  albergues  infantiles  albergues temporales para personas vulnerables  hogares de transicion colectivos para personas con problemas sociales o personales  Instituciones que atienden a madres  solteras  y  a  sus  hijos   esas  actividades  pueden  ser  realizadas  por organizaciones publicas o privadas","00522000004MjvzAAC","2022-12-12T01:05:06.000Z"
